type,source_url,local_path,bytes,status
asset,https://www.ochodnica.sk/files/downloads/priloha-c-1-oz-c-6.pdf,assets/migrated/documents/732b50a19a8a_priloha-c-1-oz-c-6.pdf,371395,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-21-6-2024.pdf,assets/migrated/documents/a3a439dc953d_uznesenia-oz-21-6-2024.pdf,565114,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-31-5-2024.pdf,assets/migrated/documents/66589d94a86b_zapisnica-31-5-2024.pdf,954166,200
asset,https://www.ochodnica.sk/files/downloads/kontrola-uzneseni-30-5-2024.pdf,assets/migrated/documents/5e2bd0734c2e_kontrola-uzneseni-30-5-2024.pdf,523791,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-31-5-2024.pdf,assets/migrated/documents/94ad3730e2d7_uznesenia-oz-31-5-2024.pdf,141592,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-26-04-2024.pdf,assets/migrated/documents/85eacd8fccfc_zapisnica-oz-26-04-2024.pdf,1144197,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-26-04-2024.pdf,assets/migrated/documents/6a162a4f1da9_uznesenia-oz-26-04-2024.pdf,680774,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-15-3-2024.pdf,assets/migrated/documents/54bcc75193ee_zapisnica-oz-15-3-2024.pdf,277016,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-1-3-2024-1.pdf,assets/migrated/documents/b7b8a41d0b17_zapisnica-oz-1-3-2024-1.pdf,905787,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-15-3-2024.pdf,assets/migrated/documents/c3e377f6b0b5_uznesenia-oz-15-3-2024.pdf,414809,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-1-3-2024.pdf,assets/migrated/documents/c4c262fcedc7_zapisnica-oz-1-3-2024.pdf,426877,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-1-3-2024.pdf,assets/migrated/documents/3ee2d9b65353_uznesenia-oz-1-3-2024.pdf,150618,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-29-01-2024.pdf,assets/migrated/documents/4c8a38a4e831_uznesenia-oz-29-01-2024.pdf,604771,200
asset,https://www.ochodnica.sk/files/downloads/28-12-2023-kontrola-plnenia-uzneseni.pdf,assets/migrated/documents/8688da93a4cf_28-12-2023-kontrola-plnenia-uzneseni.pdf,517474,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-28-12-2023.pdf,assets/migrated/documents/c963060d5de2_zapisnica-oz-28-12-2023.pdf,1069433,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-13-12-2023.pdf,assets/migrated/documents/0733af567407_zapisnica-oz-13-12-2023.pdf,835054,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-28-12-2023.pdf,assets/migrated/documents/0bd92c3d7653_uznesenia-oz-28-12-2023.pdf,416775,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-13-12-2023.pdf,assets/migrated/documents/bb76c5ff9602_uznesenia-oz-13-12-2023.pdf,423913,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-16-11-2023.pdf,assets/migrated/documents/dd3b0957b5d9_zapisnica-oz-16-11-2023.pdf,228759,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-26-10-2023.pdf,assets/migrated/documents/d06a435cba2d_zapisnica-oz-26-10-2023.pdf,681311,200
asset,https://www.ochodnica.sk/files/downloads/uznesenie-oz-16-11-2023.pdf,assets/migrated/documents/d16dd6c59b7b_uznesenie-oz-16-11-2023.pdf,149936,200
asset,https://www.ochodnica.sk/files/downloads/oz-c-13-pozvanka-na-16-10-2023-def.pdf,assets/migrated/documents/e692da29f2ec_oz-c-13-pozvanka-na-16-10-2023-def.pdf,536123,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-26-10-2023.pdf,assets/migrated/documents/74c8e7b9962e_uznesenia-oz-26-10-2023.pdf,325583,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-8-9-2023.pdf,assets/migrated/documents/cb285e5b94c7_zapisnica-oz-8-9-2023.pdf,701247,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-8-9-2023.pdf,assets/migrated/documents/19cd6dbb327b_uznesenia-oz-8-9-2023.pdf,355539,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-23-8-2023.pdf,assets/migrated/documents/7d21b913aba7_zapisnica-oz-23-8-2023.pdf,758809,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-23-8-2023.pdf,assets/migrated/documents/94beeffe1325_uznesenia-oz-23-8-2023.pdf,223506,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-27-7-2023.pdf,assets/migrated/documents/ffb59b4f7d70_zapisnica-oz-27-7-2023.pdf,673303,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-27-7-2023.pdf,assets/migrated/documents/611a8ca502fe_uznesenia-27-7-2023.pdf,541853,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-23-6-2023.pdf,assets/migrated/documents/dd0deb25e861_zapisnica-oz-23-6-2023.pdf,750727,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-23-6-2023.pdf,assets/migrated/documents/269f08c3d74c_uznesenia-oz-23-6-2023.pdf,873316,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-19-5-2023.pdf,assets/migrated/documents/ea03e6bda554_zapisnica-oz-19-5-2023.pdf,493944,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-ochodnica-19-5-2023.pdf,assets/migrated/documents/d382c280c6b2_uznesenia-ochodnica-19-5-2023.pdf,396384,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-28-4-2023.pdf,assets/migrated/documents/4619444826c0_zapisnica-oz-28-4-2023.pdf,987206,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-ochodnica-28-4-2023.pdf,assets/migrated/documents/f6538fec5bfa_uznesenia-ochodnica-28-4-2023.pdf,863912,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-uoz-24-2-2023.pdf,assets/migrated/documents/7bf01ffe8067_zapisnica-uoz-24-2-2023.pdf,849613,200
asset,https://www.ochodnica.sk/files/downloads/uznesenie-24-2-2023.pdf,assets/migrated/documents/54d6c7bddb43_uznesenie-24-2-2023.pdf,410872,200
asset,https://www.ochodnica.sk/files/downloads/slub-poslanca-mecar.pdf,assets/migrated/documents/4794f9ad0909_slub-poslanca-mecar.pdf,24785,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-3-2-2023.pdf,assets/migrated/documents/afcb70ae1a7c_uznesenia-oz-3-2-2023.pdf,749172,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-3-2-2023.pdf,assets/migrated/documents/2b3071c15f9b_zapisnica-3-2-2023.pdf,993060,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-zo-zasadnutia-oz-zo-dna-22-12-2022.pdf,assets/migrated/documents/a4798670ba75_uznesenia-zo-zasadnutia-oz-zo-dna-22-12-2022.pdf,193745,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-z-oz-zo-dna-22-12-2022.pdf,assets/migrated/documents/2a13505c4a66_zapisnica-z-oz-zo-dna-22-12-2022.pdf,1062631,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-zo-zasadnutia-oz-zo-dna-15-12-2022.pdf,assets/migrated/documents/1b6bb722ec97_uznesenia-zo-zasadnutia-oz-zo-dna-15-12-2022.pdf,575768,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-z-oz-zo-dna-15-12-2022.pdf,assets/migrated/documents/3f126f36721f_zapisnica-z-oz-zo-dna-15-12-2022.pdf,1003959,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-zo-zasadnutia-oz-zo-dna-25-11-2022.pdf,assets/migrated/documents/074a0b86946a_uznesenia-zo-zasadnutia-oz-zo-dna-25-11-2022.pdf,232252,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-z-oz-zo-dna-25-11-2022.pdf,assets/migrated/documents/f1bafed0d8df_zapisnica-z-oz-zo-dna-25-11-2022.pdf,423107,200
asset,https://www.ochodnica.sk/files/downloads/vysledky-komunalnych-volieb-2022.pdf,assets/migrated/documents/225ddbce9822_vysledky-komunalnych-volieb-2022.pdf,38834,200
asset,https://www.ochodnica.sk/files/downloads/slub-poslancov-starostu.pdf,assets/migrated/documents/9fe8c409cb1d_slub-poslancov-starostu.pdf,62575,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-zo-zasadnutia-oz-zo-dna-14-10-2022.pdf,assets/migrated/documents/db4263331bcc_uznesenia-zo-zasadnutia-oz-zo-dna-14-10-2022.pdf,747444,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-z-oz-zo-dna-14-10-2022.pdf,assets/migrated/documents/03449811fba3_zapisnica-z-oz-zo-dna-14-10-2022.pdf,864355,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-zo-zasadnutia-oz-zo-dna-14-09-2022.pdf,assets/migrated/documents/710074280504_uznesenia-zo-zasadnutia-oz-zo-dna-14-09-2022.pdf,398785,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-z-oz-zo-dna-14-9-2022.pdf,assets/migrated/documents/018383e60581_zapisnica-z-oz-zo-dna-14-9-2022.pdf,767053,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-zo-zasadnutia-oz-zo-dna-24-06-2022.pdf,assets/migrated/documents/5bb9f75d5dac_uznesenia-zo-zasadnutia-oz-zo-dna-24-06-2022.pdf,394813,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-z-oz-zo-dna-24-6-2022.pdf,assets/migrated/documents/db191e126ae5_zapisnica-z-oz-zo-dna-24-6-2022.pdf,433884,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-v-ochodnici-06-05-2022.pdf,assets/migrated/documents/2e76a9071df4_uznesenia-oz-v-ochodnici-06-05-2022.pdf,764386,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-z-06-05-2022.pdf,assets/migrated/documents/0f2f97ce57fb_zapisnica-oz-z-06-05-2022.pdf,808782,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-v-ochodnici-25-02-2022.pdf,assets/migrated/documents/b0071160a526_uznesenia-oz-v-ochodnici-25-02-2022.pdf,765541,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-z-25-02-2022.pdf,assets/migrated/documents/480bdd6e7df2_zapisnica-oz-z-25-02-2022.pdf,443638,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-z-28-12-2021.pdf,assets/migrated/documents/454e6c369f36_zapisnica-oz-z-28-12-2021.pdf,503655,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-v-ochodnici-28-12-2021.pdf,assets/migrated/documents/983c751bebfb_uznesenia-oz-v-ochodnici-28-12-2021.pdf,659035,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-z-12-11-2021.pdf,assets/migrated/documents/889574cacaad_zapisnica-oz-z-12-11-2021.pdf,539210,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-v-ochodnici-12-11-2021.pdf,assets/migrated/documents/a2aa3f51bd7c_uznesenia-oz-v-ochodnici-12-11-2021.pdf,384917,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-v-ochodnici-13-8-2021.pdf,assets/migrated/documents/bfc7c1688222_uznesenia-oz-v-ochodnici-13-8-2021.pdf,597906,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-z-13-08-2021-pdf.pdf,assets/migrated/documents/9f070f8bd40b_zapisnica-oz-z-13-08-2021-pdf.pdf,383692,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-v-ochodnici-18-6-2021-pdf.pdf,assets/migrated/documents/5453e59a96a0_uznesenia-oz-v-ochodnici-18-6-2021-pdf.pdf,394023,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-z-18-06-2021.pdf,assets/migrated/documents/ff47a84a63a5_zapisnica-oz-z-18-06-2021.pdf,684736,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-v-ochodnici-30-5-2021.pdf,assets/migrated/documents/cd6ac2bf2dba_uznesenia-oz-v-ochodnici-30-5-2021.pdf,369046,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-z-30-05-2021.pdf,assets/migrated/documents/4434bdf8287a_zapisnica-oz-z-30-05-2021.pdf,387112,200
asset,https://www.ochodnica.sk/files/downloads/uznesenie-oz-zo-dna-30-04-2021.pdf,assets/migrated/documents/f7b858583c87_uznesenie-oz-zo-dna-30-04-2021.pdf,212419,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-z-oz-30-4-2021.pdf,assets/migrated/documents/3e1ea4250a96_zapisnica-z-oz-30-4-2021.pdf,258160,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-9-4-2021.pdf,assets/migrated/documents/9f557cad1725_uznesenia-oz-9-4-2021.pdf,205492,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-9-4-2021.pdf,assets/migrated/documents/9646c0815889_zapisnica-oz-9-4-2021.pdf,310448,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-19-3-2021.pdf,assets/migrated/documents/3ba52d36812e_uznesenia-oz-19-3-2021.pdf,203488,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-19-3-2021.pdf,assets/migrated/documents/48490d5e28f9_zapisnica-oz-19-3-2021.pdf,392895,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-19-2-2021.pdf,assets/migrated/documents/b057146a3ea6_uznesenia-oz-19-2-2021.pdf,996507,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-19-2-2021.pdf,assets/migrated/documents/6a6ac28a9d11_zapisnica-oz-19-2-2021.pdf,591940,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-29-12-2020.pdf,assets/migrated/documents/13a2b641f3d6_zapisnica-oz-29-12-2020.pdf,514062,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-29-12-2020.pdf,assets/migrated/documents/7d76f92832d2_uznesenia-oz-29-12-2020.pdf,560746,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-16-12-2020.pdf,assets/migrated/documents/9dd5b9baef18_uznesenia-oz-16-12-2020.pdf,192295,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-16-12-2020.pdf,assets/migrated/documents/1ca81393f5e5_zapisnica-oz-16-12-2020.pdf,383144,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-27-11-2020.pdf,assets/migrated/documents/5f08b95af4a0_uznesenia-oz-27-11-2020.pdf,554294,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-27-11-2020.pdf,assets/migrated/documents/043ded273597_zapisnica-oz-27-11-2020.pdf,532779,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-6-11-2020.pdf,assets/migrated/documents/53cebedca911_uznesenia-oz-6-11-2020.pdf,1256525,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-6-11-2020.pdf,assets/migrated/documents/7baee5b14dff_zapisnica-oz-6-11-2020.pdf,623228,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-4-9-2020.pdf,assets/migrated/documents/b1547645215b_uznesenia-oz-4-9-2020.pdf,573313,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-4-9-2020.pdf,assets/migrated/documents/da92b81ee916_zapisnica-oz-4-9-2020.pdf,581607,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-24-7-2020.pdf,assets/migrated/documents/844e0b3858b7_uznesenia-oz-24-7-2020.pdf,374027,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-24-7-2020.pdf,assets/migrated/documents/a7d0c7b78413_zapisnica-oz-24-7-2020.pdf,496162,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-3-7-2020.pdf,assets/migrated/documents/dc9c6d88dce3_uznesenia-oz-3-7-2020.pdf,378017,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-3-7-2020.pdf,assets/migrated/documents/269f05ed5304_zapisnica-oz-3-7-2020.pdf,561229,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-25-6-2020.pdf,assets/migrated/documents/0208315cb15f_uznesenia-oz-25-6-2020.pdf,368672,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-25-6-2020.pdf,assets/migrated/documents/a11b47e58b46_zapisnica-oz-25-6-2020.pdf,649621,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-28-5-2020.pdf,assets/migrated/documents/a92464c4e6b2_uznesenia-oz-28-5-2020.pdf,948954,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-28-5-2020.pdf,assets/migrated/documents/dcc0bf885e0c_zapisnica-oz-28-5-2020.pdf,577484,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-1-5-2020.pdf,assets/migrated/documents/7587c090f2f2_uznesenia-oz-1-5-2020.pdf,723884,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-1-5-2020.pdf,assets/migrated/documents/b2894dc3f2db_zapisnica-oz-1-5-2020.pdf,582224,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-13-2-2020.pdf,assets/migrated/documents/2b13a7473886_uznesenia-oz-13-2-2020.pdf,793667,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-13-2-2020.pdf,assets/migrated/documents/f0af3ea1d7a6_zapisnica-oz-13-2-2020.pdf,585107,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-24-1-2020.pdf,assets/migrated/documents/befda88b8ef3_uznesenia-oz-24-1-2020.pdf,188577,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-24-1-2020.pdf,assets/migrated/documents/fd74e6769872_zapisnica-oz-24-1-2020.pdf,301880,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-27-12-2019.pdf,assets/migrated/documents/fba2478ff5ab_zapisnica-oz-27-12-2019.pdf,311010,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-27-12-2019.pdf,assets/migrated/documents/cb01be98ec31_uznesenia-oz-27-12-2019.pdf,469606,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-14-12-2019.pdf,assets/migrated/documents/22e7c397dab7_uznesenia-oz-14-12-2019.pdf,1119266,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-14-12-2019-pdf.pdf,assets/migrated/documents/d4aa2b097e28_zapisnica-oz-14-12-2019-pdf.pdf,212170,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-22-11-2019-pdf.pdf,assets/migrated/documents/bc31455b28b8_zapisnica-oz-22-11-2019-pdf.pdf,285915,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-22-11-2019.pdf,assets/migrated/documents/206a682a8639_uznesenia-oz-22-11-2019.pdf,217143,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-13-9-2019.pdf,assets/migrated/documents/8cc5041858c9_uznesenia-oz-13-9-2019.pdf,1147667,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-13-09-2019-pdf.pdf,assets/migrated/documents/74932c4f2e5f_zapisnica-oz-13-09-2019-pdf.pdf,223257,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-28-6-2019.pdf,assets/migrated/documents/93a58f0805da_uznesenia-oz-28-6-2019.pdf,254717,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-28-06-2019.pdf,assets/migrated/documents/9688ba6d71d6_zapisnica-oz-28-06-2019.pdf,289948,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-26-4-2019.pdf,assets/migrated/documents/81dc71a0b6e4_uznesenia-oz-26-4-2019.pdf,796560,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-26-04-2019.pdf,assets/migrated/documents/9d658e6d7604_zapisnica-oz-26-04-2019.pdf,212097,200
asset,https://www.ochodnica.sk/files/downloads/uznesenie-oz-15-3-2019.pdf,assets/migrated/documents/94632d729a42_uznesenie-oz-15-3-2019.pdf,129000,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-15-3-2019.pdf,assets/migrated/documents/5728fccb6545_zapisnica-oz-15-3-2019.pdf,271243,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-10-3-2019.pdf,assets/migrated/documents/ff9fc3c06478_zapisnica-oz-10-3-2019.pdf,272266,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-22-2-2019.pdf,assets/migrated/documents/45c2f7fda4cd_uznesenia-oz-22-2-2019.pdf,305954,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-22-2-2019.pdf,assets/migrated/documents/9c6e554528f0_zapisnica-oz-22-2-2019.pdf,244783,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-1-2-2019.pdf,assets/migrated/documents/12d0191e4de6_uznesenia-oz-1-2-2019.pdf,239933,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-1-2-2019.pdf,assets/migrated/documents/4a477c9e4e03_zapisnica-oz-1-2-2019.pdf,283376,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-28-12-2018.pdf,assets/migrated/documents/f476877eebe4_zapisnica-oz-28-12-2018.pdf,325671,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-28-12-2018.pdf,assets/migrated/documents/039515482201_uznesenia-oz-28-12-2018.pdf,351527,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-10-12-2018.pdf,assets/migrated/documents/70cf15d99245_uznesenia-oz-10-12-2018.pdf,193070,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-10-12-2018.pdf,assets/migrated/documents/a25900871a5c_zapisnica-oz-10-12-2018.pdf,285565,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-5-10-2018.pdf,assets/migrated/documents/851eda10f6a1_uznesenia-oz-5-10-2018.pdf,193385,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-5-10-2018.pdf,assets/migrated/documents/e6faf8d0f6a3_zapisnica-oz-5-10-2018.pdf,281023,200
asset,https://www.ochodnica.sk/files/downloads/uznesenie-oz-29-6-2018.pdf,assets/migrated/documents/b76511505b10_uznesenie-oz-29-6-2018.pdf,269918,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-29-6-2018.pdf,assets/migrated/documents/c7f91170a5c1_zapisnica-oz-29-6-2018.pdf,149516,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-27-04-2018.pdf,assets/migrated/documents/8c72fbf9bfe1_uznesenia-oz-27-04-2018.pdf,275640,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-27-4-2018.pdf,assets/migrated/documents/6a17af2fcbc4_zapisnica-oz-27-4-2018.pdf,359786,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-2-3-2018.pdf,assets/migrated/documents/f87aae0c2f1c_uznesenia-oz-2-3-2018.pdf,230700,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-2-3-2018.pdf,assets/migrated/documents/a7247e4a4c6c_zapisnica-oz-2-3-2018.pdf,220332,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-14-12-2017.pdf,assets/migrated/documents/4d740c176a38_uznesenia-oz-14-12-2017.pdf,424014,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-14-12-2017.pdf,assets/migrated/documents/8392de4d09b7_zapisnica-oz-14-12-2017.pdf,238914,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-24-11-2017.pdf,assets/migrated/documents/4b951ece1410_uznesenia-oz-24-11-2017.pdf,178563,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-24-11-2017.pdf,assets/migrated/documents/c3cef76ad71a_zapisnica-oz-24-11-2017.pdf,211313,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-9-10-2017.pdf,assets/migrated/documents/32f9b7858a29_uznesenia-oz-9-10-2017.pdf,408744,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-9-10-2017.pdf,assets/migrated/documents/63cc90a6dc8d_zapisnica-oz-9-10-2017.pdf,348210,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-29-09-2017.pdf,assets/migrated/documents/9e397dfc692d_uznesenia-oz-29-09-2017.pdf,259168,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-29-09-2017.pdf,assets/migrated/documents/f10578e84116_zapisnica-oz-29-09-2017.pdf,213426,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-29-06-2017.pdf,assets/migrated/documents/6594c7e3a568_uznesenia-oz-29-06-2017.pdf,421095,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-29-06-2017.pdf,assets/migrated/documents/c14693501e14_zapisnica-oz-29-06-2017.pdf,354031,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-23-6-2017.pdf,assets/migrated/documents/d38c03cb1fb9_uznesenia-oz-23-6-2017.pdf,62117,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-23-6-2017.pdf,assets/migrated/documents/582e665611d5_zapisnica-oz-23-6-2017.pdf,218273,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-19-5-2017.pdf,assets/migrated/documents/ed0e7b0123a4_uznesenia-oz-19-5-2017.pdf,128654,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-19-5-2017.pdf,assets/migrated/documents/1a1197d16472_zapisnica-oz-19-5-2017.pdf,151707,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-23-02-2017.pdf,assets/migrated/documents/276a7d3028f3_uznesenia-oz-23-02-2017.pdf,386457,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-23-2-2017.pdf,assets/migrated/documents/d0c1237e6045_zapisnica-oz-23-2-2017.pdf,343367,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-17-02-2017.pdf,assets/migrated/documents/6344b7452afc_uznesenia-oz-17-02-2017.pdf,121557,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-17-02-2017.pdf,assets/migrated/documents/adea5979fbd7_zapisnica-oz-17-02-2017.pdf,104391,200
asset,https://www.ochodnica.sk/files/downloads/uznesenie-oz-16-12-2016.pdf,assets/migrated/documents/84aa8768e961_uznesenie-oz-16-12-2016.pdf,196001,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-16-12-2016.pdf,assets/migrated/documents/457ecb07c1a6_zapisnica-oz-16-12-2016.pdf,220203,200
asset,https://www.ochodnica.sk/files/downloads/uznesenia-oz-04-11-2016.pdf,assets/migrated/documents/e2eeef2fd821_uznesenia-oz-04-11-2016.pdf,411432,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-04-11-2016.pdf,assets/migrated/documents/030e233bcbb3_zapisnica-oz-04-11-2016.pdf,362165,200
asset,https://www.ochodnica.sk/files/downloads/uznesenie-oz-30-09-2016.pdf,assets/migrated/documents/3effb11e6d09_uznesenie-oz-30-09-2016.pdf,180740,200
asset,https://www.ochodnica.sk/files/downloads/zapisnica-oz-30-09-2016.pdf,assets/migrated/documents/0d2c8539b410_zapisnica-oz-30-09-2016.pdf,364987,200
asset,https://www.ochodnica.sk/files/downloads/uznesenie-oz-24-06-2016.pdf,assets/migrated/documents/ca0ece46d462_uznesenie-oz-24-06-2016.pdf,404892,200
