url,type,status,detail
https://www.ochodnica.sk/sk/uradne-oznamy/,page,404,original-response
https://www.ochodnica.sk/sk/uradne-oznamy/2026/,page,404,original-response
https://www.ochodnica.sk/sk/o-obci/,page,404,original-response
https://www.ochodnica.sk/sk/samosprava/,page,404,original-response
https://www.ochodnica.sk/sk/obcan-a-podnikatel/,page,404,original-response
https://www.ochodnica.sk/files/downloads/komunitny-plan-2018-2023.pdf,asset,404,original-response
https://www.ochodnica.sk/app/webroot/img/ckeditor/projekt-hasicska-zbrojnica.jpg,asset,404,original-response
https://www.ochodnica.sk/files/attachments/vyzva-na-predlozenie-cenovej-ponuky-verejne-osvetlenie-obce-ochodnica.pdf,asset,404,original-response
https://www.ochodnica.sk/files/attachments/vyzva-na-predlozenie-cenovej-ponuky-verejne-osvetlenie-obce-ochodnica-1.pdf,asset,404,original-response
